                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     | Core 16     | Core 17     | Core 18     | Core 19     | Core 20     | Core 21     | Core 22     | Core 23     | Core 24     | Core 25     | Core 26     | Core 27     | Core 28     | Core 29     | Core 30     | Core 31     | Core 32     | Core 33     | Core 34     | Core 35     | Core 36     | Core 37     | Core 38     | Core 39     | Core 40     | Core 41     | Core 42     | Core 43     | Core 44     | Core 45     | Core 46     | Core 47     | Core 48     | Core 49     | Core 50     | Core 51     | Core 52     | Core 53     | Core 54     | Core 55     | Core 56     | Core 57     | Core 58     | Core 59     | Core 60     | Core 61     | Core 62     | Core 63    
    num cache misses                 |     4183600 |     1508825 |     4160597 |     4154331 |     4203083 |     4201988 |     4205315 |     4205806 |     4206276 |     4207666 |     4206709 |     4208051 |     4209721 |     4208381 |     4207795 |     4209765 |     4206754 |     4206073 |     4207005 |     4208423 |     4210192 |     4209093 |     4208014 |     4210623 |     4207059 |     4205035 |     4205093 |     4207963 |     4207490 |     4207290 |     4201053 |     4201277 |     4116387 |     3181637 |     3125475 |     3150316 |     2833670 |     2843230 |     2941136 |     2974984 |     2858936 |     2852270 |     2985616 |     2912645 |     2870356 |     2896881 |     2848002 |     2897971 |     2788230 |     2918850 |     2993855 |     2843758 |     2902012 |     2858949 |     3025032 |     2869405 |     2857846 |     2916548 |     2951355 |     2896500 |     2883640 |     2893074 |     2869012 |     2932440
    miss rate                        |      76.72% |      66.56% |      77.13% |      77.02% |      77.59% |      77.52% |      77.46% |      77.52% |      77.52% |      77.48% |      77.50% |      77.52% |      77.56% |      77.49% |      77.49% |      77.52% |      77.52% |      77.47% |      77.50% |      77.55% |      77.55% |      77.50% |      77.51% |      77.54% |      77.53% |      77.46% |      77.48% |      77.53% |      77.53% |      77.46% |      77.52% |      77.56% |      79.34% |      59.67% |      54.21% |      54.15% |      56.16% |      56.10% |      54.77% |      55.00% |      56.11% |      56.78% |      55.04% |      55.24% |      55.32% |      55.14% |      56.64% |      55.16% |      56.86% |      55.68% |      54.51% |      57.30% |      55.74% |      56.69% |      54.39% |      56.15% |      55.82% |      56.00% |      54.69% |      55.98% |      56.64% |      55.42% |      55.66% |      54.89%
    mpki                             |       29.96 |       17.98 |       30.21 |       30.28 |       30.44 |       30.43 |       30.62 |       30.51 |       30.43 |       30.44 |       30.63 |       30.53 |       30.46 |       30.45 |       30.64 |       30.54 |       30.44 |       30.43 |       30.63 |       30.53 |       30.46 |       30.45 |       30.64 |       30.55 |       30.44 |       30.43 |       30.62 |       30.53 |       30.44 |       30.44 |       30.59 |       30.48 |       29.78 |        2.97 |        2.68 |        2.72 |        2.82 |        2.78 |        2.81 |        2.75 |        2.82 |        2.88 |        2.68 |        2.82 |        2.85 |        2.79 |        2.85 |        2.74 |        2.84 |        2.77 |        2.68 |        2.86 |        2.83 |        2.87 |        2.75 |        2.81 |        2.96 |        2.74 |        2.73 |        2.81 |        2.80 |        2.85 |        2.89 |        2.74
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     4990849 |     2060888 |     4971383 |     4961704 |     5035251 |     5029576 |     5036633 |     5035743 |     5037657 |     5034861 |     5037857 |     5040783 |     5043515 |     5036833 |     5040176 |     5043736 |     5039119 |     5033835 |     5038727 |     5039341 |     5044246 |     5037724 |     5040029 |     5044601 |     5038866 |     5031960 |     5035775 |     5039600 |     5039847 |     5034640 |     5031770 |     5032055 |     4731812 |     3541185 |     3517530 |     3536400 |     3170311 |     3186372 |     3289781 |     3335551 |     3197226 |     3183174 |     3358331 |     3256824 |     3207167 |     3243559 |     3181955 |     3251294 |     3118369 |     3271414 |     3367200 |     3175307 |     3244659 |     3190097 |     3392496 |     3211895 |     3180169 |     3273280 |     3313434 |     3239760 |     3228239 |     3232054 |     3201282 |     3290503
    num cache misses                 |     4159580 |     1484450 |     4093607 |     4095346 |     4136052 |     4137664 |     4145272 |     4134794 |     4131915 |     4143588 |     4140366 |     4145414 |     4137342 |     4146201 |     4142658 |     4143547 |     4137534 |     4141623 |     4143321 |     4138934 |     4140443 |     4147232 |     4141378 |     4145073 |     4139047 |     4138758 |     4139235 |     4141101 |     4138614 |     4141527 |     4136723 |     4135832 |     3588022 |     3057834 |     3005678 |     3025136 |     2705349 |     2707695 |     2815946 |     2826383 |     2722117 |     2722884 |     2859862 |     2791408 |     2735460 |     2753139 |     2716145 |     2769601 |     2658983 |     2783542 |     2874349 |     2733530 |     2762569 |     2717671 |     2892525 |     2716149 |     2716293 |     2786071 |     2822288 |     2761364 |     2753505 |     2778981 |     2719606 |     2802457
    miss rate                        |      83.34% |      72.03% |      82.34% |      82.54% |      82.14% |      82.27% |      82.30% |      82.11% |      82.02% |      82.30% |      82.19% |      82.24% |      82.03% |      82.32% |      82.19% |      82.15% |      82.11% |      82.28% |      82.23% |      82.13% |      82.08% |      82.32% |      82.17% |      82.17% |      82.14% |      82.25% |      82.20% |      82.17% |      82.12% |      82.26% |      82.21% |      82.19% |      75.83% |      86.35% |      85.45% |      85.54% |      85.33% |      84.98% |      85.60% |      84.74% |      85.14% |      85.54% |      85.16% |      85.71% |      85.29% |      84.88% |      85.36% |      85.18% |      85.27% |      85.09% |      85.36% |      86.09% |      85.14% |      85.19% |      85.26% |      84.57% |      85.41% |      85.12% |      85.18% |      85.23% |      85.29% |      85.98% |      84.95% |      85.17%
    mpki                             |       29.79 |       17.69 |       29.73 |       29.85 |       29.96 |       29.97 |       30.18 |       30.00 |       29.90 |       29.98 |       30.15 |       30.08 |       29.94 |       30.00 |       30.16 |       30.06 |       29.94 |       29.97 |       30.17 |       30.03 |       29.96 |       30.01 |       30.15 |       30.07 |       29.95 |       29.95 |       30.14 |       30.04 |       29.95 |       29.97 |       30.12 |       30.00 |       25.96 |        2.85 |        2.57 |        2.62 |        2.70 |        2.65 |        2.69 |        2.61 |        2.69 |        2.75 |        2.57 |        2.70 |        2.71 |        2.65 |        2.71 |        2.62 |        2.70 |        2.65 |        2.58 |        2.75 |        2.70 |        2.73 |        2.63 |        2.66 |        2.81 |        2.62 |        2.61 |        2.68 |        2.67 |        2.74 |        2.74 |        2.62
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   326814118 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     1213.46 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     1181.60 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      87.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |     3138509 |     1112879 |     3132187 |     3141751 |     3165194 |     3185756 |     3168951 |     3148953 |     3151179 |     3173884 |     3166805 |     3154892 |     3154599 |     3175498 |     3168681 |     3155125 |     3151947 |     3171453 |     3168412 |     3153297 |     3156082 |     3176015 |     3168340 |     3156049 |     3153470 |     3170356 |     3163965 |     3152423 |     3152812 |     3171661 |     3166022 |     3158699 |     2580904 |     1472918 |     1317005 |     1334579 |     1263141 |     1240267 |     1290148 |     1266130 |     1263479 |     1287047 |     1255863 |     1283647 |     1269265 |     1253526 |     1268760 |     1237873 |     1246126 |     1271258 |     1265976 |     1292547 |     1278376 |     1278997 |     1295703 |     1258172 |     1315104 |     1263315 |     1261842 |     1269115 |     1264606 |     1296394 |     1292772 |     1258671
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |       44053 |       28382 |       35170 |       12285 |       36341 |       11051 |       30463 |       55343 |       49866 |       26879 |       29038 |       55651 |       49774 |       27074 |       29520 |       55260 |       51047 |       27424 |       29612 |       56130 |       49331 |       26934 |       29426 |       55790 |       49966 |       27051 |       30612 |       57572 |       50258 |       27615 |       25976 |       44545 |       70412 |       47531 |       63054 |       70105 |       53210 |       57778 |       64388 |       58963 |       55884 |       58548 |       57051 |       65288 |       61481 |       60176 |       56396 |       65229 |       52524 |       60792 |       59898 |       52492 |       63726 |       55272 |       67456 |       51530 |       58330 |       53603 |       58161 |       56598 |       58912 |       65417 |       54760 |       59061
